,ace,berger_parker_d,brillouin_d,chao1,count_range,dominance,doubles,enspie,fisher_alpha,gini_index,goods_coverage,heip_e,hill,inv_simpson,kempton_taylor_q,margalef,max_count,mcintosh_d,mcintosh_e,mean_count,median_count,menhinick,min_count,num_doubletons,num_singletons,observed_features,percent_singletons,pielou_e,renyi,robbins,shannon,simpson_d,simpson_e,singles,std_count,strong,total_count,tsallis,unique_kmers,file_size
SRR25008583,524799.0,9.45652320766616e-05,12.686749699127573,524799.0,546931.0,5.040343698243749e-06,0.0,198399.16876074122,44573.3162239374,0.5116380554992566,1.0,0.6165980182505529,198399.16876074122,198399.16876074122,196307.94911497613,23346.435188774612,547162.0,0.9977680461077886,.,11025.325926688123,6884.0,6.899232505754152,231.0,0.0,0.0,524799.0,0.0,0.9632871297383184,12.198036284110126,0.0,12.687233818429892,5.040343698243749e-06,0.3780479169372297,0.0,14141.532482936429,0.3748154199729491,5786080021.0,0.9999949596563018,524799.0,4072683398
ERR8263092,524799.0,0.001787044199716275,12.53707169775142,524799.0,27231344.0,1.1018917786517685e-05,0.0,90753.01398686909,40910.58969643514,0.5575399916292079,1.0,0.5307301578983561,90753.01398686909,90753.01398686909,201772.72363414636,22382.22161619001,27231890.0,0.9966885984618754,.,29036.849330886682,15597.0,4.251300010950187,546.0,0.0,0.0,524799.0,0.0,0.9519010771655787,11.415896963552111,0.0,12.537270731828157,1.1018917786517685e-05,0.1729290909221799,0.0,63501.91679503329,0.4150146901177866,15238509492.0,0.9999889810822135,524799.0,7164318359
SRR25008563,524799.0,0.0001267136668945,12.44214516280552,524799.0,611038.0,7.737289798886432e-06,0.0,129244.22194240704,45339.601392772376,0.6071207518087697,1.0,0.4828405451676929,129244.22194240704,129244.22194240704,165395.6097384696,23536.94664482794,611209.0,0.9972327602177862,0.0061146662039323,9191.222569021664,4320.0,7.556311588679597,171.0,0.0,0.0,524799.0,0.0,0.9447210193970796,11.769459086863913,0.0,12.442703837984649,7.737289798886432e-06,0.2462737580338511,0.0,16079.444169467552,0.4582004429674113,4823544413.0,0.9999922627102013,524799.0,3365672222
ERR9752750,524799.0,0.0041779907197515495,12.196940514093255,524799.0,13221228.0,0.00015097708679601856,0.0,6623.5216298157575,47225.599764858445,0.5214449165386172,1.0,0.3779480200033635,6623.5216298157575,6623.5216298157575,257397.8520103663,23990.467191020936,13221401.0,0.9877302849694277,.,6029.995771714504,3543.0,9.329062348956468,173.0,0.0,0.0,524799.0,0.0,0.9261246362429728,8.798382475736219,0.0,12.197775141265366,0.00015097708679601856,0.012621063740242945,0.0,53334.83509850258,0.37977979759415137,3164535751.0,0.999849022913204,524799.0,1752098363
SRR25008581,524799.0,0.0001006299850513,12.69424417412983,524799.0,650188.0,5.085318324793177e-06,0.0,196644.52373110203,44119.42306837314,0.5049136531694539,1.0,0.6212082021504489,196644.52373110203,196644.52373110203,204965.1137025326,23231.827073498207,650537.0,0.9977573444151112,0.006591579744522,12318.32322660676,7723.0,6.527106540202424,349.0,0.0,0.0,524799.0,0.0,0.9638526980517396,12.189152929677142,0.0,12.69468278895088,5.085318324793177e-06,0.3747044558604381,0.0,15912.918325234114,0.369619369025767,6464643711.0,0.9999949146816752,524799.0,4793805496
SRR25008517,524799.0,0.00012093052464185693,12.52817852249373,524799.0,717336.0,6.690293468407217e-06,0.0,149470.27431938256,44469.570152075285,0.576582621424464,1.0,0.5261720588747196,149470.27431938256,149470.27431938256,174781.33187102454,23320.35604538598,717526.0,0.9974263886528838,.,11305.992858218098,5903.0,6.813058939466807,190.0,0.0,0.0,524799.0,0.0,0.9512461863746912,11.914852818058717,0.0,12.52864531544604,6.690293468407217e-06,0.28481432761758796,0.0,17915.840737967865,0.4302312239740418,5933373746.0,0.9999933097065316,524799.0,4331940063
ERR9527532,524799.0,0.0041526622371209,12.611640300544936,524799.0,41588624.0,4.914741882510704e-05,0.0,20346.948505241708,42418.21721723296,0.4649071207883383,1.0,0.5718745994948757,20346.948505241708,20346.948505241708,246136.16467854517,22790.2055688589,41588847.0,0.992999400554636,0.0247371449220407,19083.466763465636,13123.0,5.24406254719598,223.0,0.0,0.0,524799.0,0.0,0.9575701275746944,9.920686229024652,0.0,12.611936494349507,4.914741882510704e-05,0.0387709361207656,0.0,95020.55793573549,0.3324875995487595,10014984274.0,0.9999508525811748,524799.0,4660701606
ERR9752780,524799.0,0.004071691179387925,12.203775736831188,524799.0,13135720.0,0.00013609277252788542,0.0,7347.9287799438425,47135.729876307494,0.5442234244247757,1.0,0.3805333862822623,7347.9287799438425,7347.9287799438425,235835.06553950364,23969.338277806248,13135885.0,0.988351520097723,.,6147.400494284479,3430.0,9.239548416323373,165.0,0.0,0.0,524799.0,0.0,0.9266422376530027,8.902173753847087,0.0,12.204592350704862,0.00013609277252788542,0.014001415360821652,0.0,51587.40519496912,0.39958040421609675,3226149632.0,0.9998639072274721,524799.0,1719291408
ERR4398757,524799.0,0.0023373421241650776,12.918147930391507,524799.0,19098691.0,8.474803169995376e-06,0.0,117996.84074557044,43191.62892538552,0.37744687274329647,1.0,0.7770406311303101,117996.84074557044,117996.84074557044,274272.157710622,22993.377465047903,19098786.0,0.9970998790242609,.,15570.066863694481,12692.0,5.805655484231305,95.0,0.0,0.0,524799.0,0.0,0.9808468237461039,11.678413129746767,0.0,12.918508520207935,8.474803169995376e-06,0.22484196948845264,0.0,28909.921505115934,0.2699092948624508,8171155520.0,0.99999152519683,524799.0,3697669370
ERR4398784,524799.0,0.0069094979465758,12.85681071896362,524799.0,42993352.0,5.1545254428696734e-05,0.0,19400.428052660285,44274.66578728289,0.385632561421139,1.0,0.7308857482923938,19400.428052660285,19400.428052660285,294951.4650636064,23271.175246682124,42993508.0,0.9928330839187288,0.0331327501823699,11856.68798530485,9059.0,6.65295833671748,156.0,0.0,0.0,524799.0,0.0,0.9761974880451062,9.873050409378118,0.0,12.857273186195991,5.1545254428696734e-05,0.0369673495045918,0.0,60516.63069621399,0.276220056116381,6222377998.0,0.9999484547455711,524799.0,2918135413
ERR4398720,524799.0,0.0075825086944397,12.83024808646755,524799.0,46161251.0,6.197209993190235e-05,0.0,16136.293607911362,44364.00387610029,0.4043847346367758,1.0,0.711732574454521,16136.293607911362,16136.293607911362,263513.5212295193,23293.74852485327,46161326.0,0.9921404796877928,0.11896766141629,11600.383844100314,8816.0,6.726053532213634,75.0,0.0,0.0,524799.0,0.0,0.9741812932533978,9.688826275298412,0.0,12.83071834708706,6.197209993190235e-05,0.0307475692749249,0.0,65130.6503673721,0.2904865619508888,6087869841.0,0.999938027900068,524799.0,2801610631
ERR4398732,524799.0,0.0014945109878984608,12.760573121761928,524799.0,19802751.0,8.310813703285389e-06,0.0,120325.16137435316,41400.165305233975,0.4691964922153826,1.0,0.6636707700816762,120325.16137435316,120325.16137435316,223848.2976797866,22516.47370543076,19802813.0,0.9971258141639922,.,25248.45309347007,16995.0,4.559099933139582,62.0,0.0,0.0,524799.0,0.0,0.9688728832111333,11.697953035324396,0.0,12.760802496110616,8.310813703285389e-06,0.22927856450632178,0.0,46291.554735589765,0.3418661432120962,13250362935.0,0.9999916891862967,524799.0,5719917812
ERR4398777,524799.0,0.0024753469557628,12.92226766278102,524799.0,16231552.0,9.14903201969335e-06,0.0,109301.18047980308,44061.85145917548,0.3701546493189114,1.0,0.7803111148164267,109301.18047980308,109301.18047980308,289077.76585512963,23217.19514181209,16231680.0,0.9969875752415072,0.0080317730679457,12494.94627657446,10232.0,6.480810202045084,128.0,0.0,0.0,524799.0,0.0,0.9811657157711527,11.60186247447047,0.0,12.92270857391957,9.14903201969335e-06,0.2082724633236783,0.0,24361.629916745,0.2632642393062748,6557335311.0,0.9999908509679803,524799.0,3030130316
ERR4398818,524799.0,0.0008903243757901712,12.885863533184544,524799.0,19113832.0,4.200793857429185e-06,0.0,238050.24334423852,39759.73008702255,0.4016347452397071,1.0,0.7521955836505773,238050.24334423852,238050.24334423852,262548.0476009584,22059.727594347318,19114217.0,0.997957227126326,.,40908.65956871107,31345.0,3.581697260056373,385.0,0.0,0.0,524799.0,0.0,0.9783795280574834,12.38023703686217,0.0,12.886012334663302,4.200793857429185e-06,0.45360269997511143,0.0,44898.48700113446,0.28896572925406555,21468823633.0,0.9999957992061426,524799.0,9314369200
ERR4398756,524799.0,0.001420807035765089,12.941631255350119,524799.0,17234188.0,4.911293803426643e-06,0.0,203612.33516559182,41715.878817522804,0.36359741201150275,1.0,0.7954175456277712,203612.33516559182,203612.33516559182,288110.2750197963,22602.140621379498,17234452.0,0.997792915700195,.,23113.695146141665,19290.0,4.764987974596492,264.0,0.0,0.0,524799.0,0.0,0.9826215485606811,12.22397314711598,0.0,12.941883013638597,4.911293803426643e-06,0.3879815608749099,0.0,29029.93687353455,0.2590468213940448,12130044099.0,0.9999950887061966,524799.0,5321618447
ERR4398829,524799.0,0.0012632614587225904,12.858607527780308,524799.0,30014830.0,4.961362177996257e-06,0.0,201557.54893989002,39432.08843435172,0.42538117049889024,1.0,0.7319603902735285,201557.54893989002,201557.54893989002,231100.07639105312,21966.102630410678,30014991.0,0.9977790615516755,.,45274.32377538829,34487.0,3.404634637936658,161.0,0.0,0.0,524799.0,0.0,0.9763090414701909,12.213830222271548,0.0,12.858742430768668,4.961362177996257e-06,0.3840661833194995,0.0,57334.49108633109,0.30752975358716983,23759919843.0,0.999995038637822,524799.0,9819657273
ERR4398765,524799.0,0.001710517509242,12.906020883616009,524799.0,20904558.0,6.136905388164495e-06,0.0,162948.57696984848,41688.878936449815,0.3837249888319017,1.0,0.767589160078362,162948.57696984848,162948.57696984848,279430.98001507804,22594.841970966296,20904858.0,0.9975317455126264,0.0227247329067793,23287.705428173453,18581.0,4.747152133631054,300.0,0.0,0.0,524799.0,0.0,0.9799176473686264,12.001189951302436,0.0,12.906270551282905,6.136905388164495e-06,0.3104971178867499,0.0,34702.91490028025,0.2737605753482685,12221364521.0,0.9999938630946118,524799.0,5317728210
ERR4398727,524799.0,0.0010399564854018,12.7274779114592,524799.0,12808926.0,5.751523510032047e-06,0.0,173866.97598571202,41660.90357050373,0.4956221612009431,1.0,0.6420752180712367,173866.97598571202,173866.97598571202,200224.34116770956,22587.274197073333,12808979.0,0.997610755587017,0.0145567174817152,23469.635631927653,15080.0,4.728717024912024,53.0,0.0,0.0,524799.0,0.0,0.9663612121935516,12.066045779983815,0.0,12.727721853287443,5.751523510032047e-06,0.3313020337037837,0.0,33343.35509107002,0.3638556482756695,12316841310.0,0.99999424847649,524799.0,5338145633
ERR4398745,524799.0,0.004331152352695937,12.927594946547488,524799.0,45176319.0,2.1865125719597335e-05,0.0,45734.930264028495,42267.10751401543,0.35321641154274586,1.0,0.7843604723918212,45734.930264028495,45734.930264028495,308163.1051075318,22750.032449142534,45176582.0,0.995333729707013,.,19875.447245516854,16465.0,5.138519918837744,263.0,0.0,0.0,524799.0,0.0,0.9815587059107513,10.730617623305843,0.0,12.927884556900654,2.1865125719597335e-05,0.08714751793358694,0.0,64326.46699650274,0.2507878622174242,10430614839.0,0.9999781348742804,524799.0,4921042319
ERR4398728,524799.0,0.0009015240536673216,12.81867415954184,524799.0,10624595.0,4.6705082215079196e-06,0.0,214109.46144895986,41820.024405892655,0.4434313270487512,1.0,0.703391984155803,214109.46144895986,214109.46144895986,237643.01269154093,22630.24529806927,10624695.0,0.9978480558150531,.,22456.711218961926,15883.0,4.834186734627107,100.0,0.0,0.0,524799.0,0.0,0.973286289637981,12.274242665329325,0.0,12.81893045977228,4.6705082215079196e-06,0.4079837451080506,0.0,27051.511714875298,0.32177469168273926,11785259591.0,0.9999953294917785,524799.0,5122404825
ERR4398748,524799.0,0.0041494368530564,12.923770981085026,524799.0,37409981.0,2.021125718073907e-05,0.0,49477.37743661885,42814.10591361211,0.360109503977172,1.0,0.7813988237913998,49477.37743661885,49477.37743661885,300073.0976167013,22894.711147935504,37410223.0,0.9955147913047672,0.0148129914108257,17179.405799172637,14123.0,5.527037741958437,242.0,0.0,0.0,524799.0,0.0,0.9812714778937166,10.809270822608186,0.0,12.924101542575205,2.021125718073907e-05,0.0942787189697748,0.0,53247.422245768605,0.2561659556712445,9015734984.0,0.9999797887428192,524799.0,4258646503
ERR4398705,524799.0,0.002381562099407159,12.832619455065263,524799.0,24011669.0,1.0275857696609804e-05,0.0,97315.477649123,42393.207567685815,0.42211246615487763,1.0,0.7132984141043753,97315.477649123,97315.477649123,261921.0348268468,22783.567527254258,24011865.0,0.9968043293575234,.,19211.929483478438,14008.0,5.2265006345092635,196.0,0.0,0.0,524799.0,0.0,0.9743481488585988,11.485713326943138,0.0,12.832915963988343,1.0275857696609804e-05,0.1854338092281483,0.0,40266.11357776005,0.30413346455622353,10082401381.0,0.9999897241423034,524799.0,4385667213
ERR4398799,524799.0,0.0007037686711877,12.932670881851047,524799.0,10546937.0,3.583548032804455e-06,0.0,279053.047662768,40968.26980858641,0.3687061629038086,1.0,0.7882872405743121,279053.047662768,279053.047662768,290267.94575150224,22398.1285364561,10547283.0,0.998115126990118,0.0157874088798871,28557.33460429612,23334.0,4.286843848809895,346.0,0.0,0.0,524799.0,0.0,0.9819378658766772,12.539157177722135,0.0,12.932878385836784,3.583548032804455e-06,0.5317331924465709,0.0,26798.93108104788,0.2625515880792202,14986860643.0,0.9999964164519672,524799.0,6346945106
ERR4398802,524799.0,0.0006159838328119,12.94218970114327,524799.0,9344185.0,3.3087640441603272e-06,0.0,302227.6555999545,40926.21540593497,0.3656919468743972,1.0,0.7958246786284816,302227.6555999545,302227.6555999545,285868.8439670243,22386.533229022767,9344382.0,0.998189103587896,0.0093298070378833,28906.018186010264,24143.0,4.2609100255358205,197.0,0.0,0.0,524799.0,0.0,0.9826604009552729,12.61893583886244,0.0,12.942394729615456,3.3087640441603272e-06,0.5758922093981782,0.0,24805.9460578101,0.2604068390520531,15169849438.0,0.9999966912359558,524799.0,6612197336
ERR4398737,524799.0,0.001883876958510669,12.801414771365424,524799.0,15309026.0,7.692802855478597e-06,0.0,129991.63228105193,43212.896041959626,0.44462508213658414,1.0,0.6914273671423177,129991.63228105193,129991.63228105193,249180.95679012497,22998.907138783332,15309210.0,0.9972374721307858,.,15484.858717337494,10966.0,5.821606888398429,184.0,0.0,0.0,524799.0,0.0,0.9719836955201637,11.77522536029724,0.0,12.801774291447112,7.692802855478597e-06,0.24769794203314396,0.0,26986.227237137413,0.32076104563966557,8126438370.0,0.9999923071971445,524799.0,3616866823
ERR4398782,524799.0,0.0040553665069625,12.846640229410204,524799.0,31448314.0,2.1070573423219867e-05,0.0,47459.55318415756,43395.21941302804,0.4067436695847346,1.0,0.7234285007488581,47459.55318415756,47459.55318415756,273794.5270134475,23046.18912008245,31448434.0,0.9954210343169504,0.0162677014085198,14776.64757364248,10930.0,5.959482402448751,120.0,0.0,0.0,524799.0,0.0,0.9754188389584812,10.767633115368058,0.0,12.847017777689492,2.1070573423219867e-05,0.0904337721378233,0.0,46862.74841406113,0.2933210106802907,7754769870.0,0.9999789294265768,524799.0,3616586518
ERR4398741,524799.0,0.005224625257204895,12.908947713274301,524799.0,43624797.0,3.0455161898080197e-05,0.0,32835.15626502176,43107.986883061756,0.36496937373476857,1.0,0.769919715555852,32835.15626502176,32835.15626502176,297150.2435183876,22971.60024242218,43625009.0,0.9944922637509089,.,15910.63032132302,12892.0,5.743185010501584,212.0,0.0,0.0,524799.0,0.0,0.980147823284469,10.399255057712935,0.0,12.909302145470672,3.0455161898080197e-05,0.06256710905512732,0.0,61586.34555234395,0.2602017769383033,8349882882.0,0.999969544838102,524799.0,3937853499
ERR4398763,524799.0,0.0027691662589255767,12.917186246007029,524799.0,28239812.0,1.0666870473851351e-05,0.0,93748.20876014094,42350.76964245247,0.37537736622856077,1.0,0.7762425610815404,93748.20876014094,93748.20876014094,279416.32014260534,22772.29382676969,28240046.0,0.9967438526619794,.,19432.26255385395,15826.0,5.196785776441248,234.0,0.0,0.0,524799.0,0.0,0.9807688033498191,11.448367837091627,0.0,12.917480931465478,1.0666870473851351e-05,0.1786364089111087,0.0,41668.33084443774,0.26801822334531955,10198031956.0,0.9999893331295262,524799.0,4559414421
ERR4398711,524799.0,0.004664418866183818,12.866618899962107,524799.0,34232701.0,2.6837383831286498e-05,0.0,37261.45611981073,43611.80557538697,0.3856358445307332,1.0,0.7380421042304469,37261.45611981073,37261.45611981073,295332.6382808078,23102.06923305949,34233020.0,0.994831131452326,.,13984.74886194524,10703.0,6.12588956912258,319.0,0.0,0.0,524799.0,0.0,0.9769372850802063,10.525714723365427,0.0,12.867016883244084,2.6837383831286498e-05,0.07100138552057214,0.0,50585.81985040492,0.2760415006567636,7339182218.0,0.9999731626161688,524799.0,3459807072
ERR4398743,524799.0,0.0132723013374202,12.804247822373195,524799.0,81770870.0,0.0001841589436236,0.0,5430.091964707686,44315.12600722329,0.3797547882391073,1.0,0.6934632894174757,5430.091964707686,5430.091964707686,297270.8788931813,23281.404803190748,81770995.0,0.9864420499475768,0.0812732226626823,11739.782476719658,9207.0,6.686001572228437,125.0,0.0,0.0,524799.0,0.0,0.9722069312139022,8.599711349194816,0.0,12.804714477561555,0.0001841589436236,0.0103469937341871,0.0,114813.8899080244,0.2698164119775157,6161026104.0,0.9998158410563764,524799.0,2925807676
ERR4398712,524799.0,0.0032991448529986,12.865567467128535,524799.0,29184583.0,1.6488041647838592e-05,0.0,60650.016621658,42886.44690118738,0.3957803581782662,1.0,0.7372201994403101,60650.016621658,60650.016621658,273702.98044259055,22913.692130272582,29184759.0,0.9959500421637004,0.0170120408238752,16856.279674694502,12902.0,5.579761490767954,176.0,0.0,0.0,524799.0,0.0,0.9768526851511214,11.012875188430824,0.0,12.865902636984387,1.6488041647838592e-05,0.1155680872518011,0.0,46631.02566585562,0.2841183480658827,8846158717.0,0.999983511958352,524799.0,4153366202
ERR4398809,524799.0,0.0006519924055741213,12.941310339605906,524799.0,10088948.0,3.3481463884995647e-06,0.0,298672.72334174707,40857.556661587005,0.3668056050884817,1.0,0.7951222256277805,298672.72334174707,298672.72334174707,284429.33645962743,22367.574957955516,10089113.0,0.9981782301371434,.,29486.107892736076,24575.0,4.218788701565146,165.0,0.0,0.0,524799.0,0.0,0.9825933539500837,12.607103682129368,0.0,12.94151166888995,3.3481463884995647e-06,0.5691183164254259,0.0,25656.36853383217,0.26139067917218956,15474279936.0,0.9999966518536115,524799.0,6714507635
ERR4398766,524799.0,0.0009592973018541266,12.940201188793269,524799.0,12105752.0,3.841864986902448e-06,0.0,260290.2505447654,41573.86469194658,0.3666887738930896,1.0,0.7942736973156053,260290.2505447654,260290.2505447654,284335.2397487619,22563.69342356383,12105923.0,0.9980488168298489,.,24046.489606496965,19969.0,4.671653858498491,171.0,0.0,0.0,524799.0,0.0,0.982512285465925,12.469552635593411,0.0,12.940443934481303,3.841864986902448e-06,0.49598084322715064,0.0,24240.565988118004,0.26150391181275073,12619573699.0,0.9999961581350131,524799.0,5488159241
ERR4398828,524799.0,0.0013863740670447392,12.85342429792096,524799.0,29010871.0,5.796047254883659e-06,0.0,172531.37457728895,39843.388624715204,0.422713531223771,1.0,0.7281886217653067,172531.37457728895,172531.37457728895,241229.04679597114,22083.50294110387,29011176.0,0.9975993981296994,.,39874.19320920962,29779.0,3.6278602153668937,305.0,0.0,0.0,524799.0,0.0,0.9759167882719312,12.05833438052257,0.0,12.85357615387291,5.796047254883659e-06,0.32875705665843297,0.0,56976.298766028056,0.30561128800210347,20925936722.0,0.9999942039527451,524799.0,8720334396
ERR4398796,524799.0,0.0007680979980336,12.897659926752691,524799.0,11567877.0,4.057112993226042e-06,0.0,246480.6875405368,40951.22312443766,0.3889118499678535,1.0,0.7611648342627327,246480.6875405368,246480.6875405368,279361.39334418793,22393.429941887687,11568109.0,0.9979939045013734,0.0129961168869437,28698.07327186218,22865.0,4.27631934079722,232.0,0.0,0.0,524799.0,0.0,0.9792795157890748,12.415038922704085,0.0,12.897865866628916,4.057112993226042e-06,0.4696668391908841,0.0,30495.248940103043,0.2765781119608285,15060720155.0,0.9999959428870068,524799.0,6418550589
ERR4398797,524799.0,0.0024321404686479917,12.91339605886795,524799.0,34625561.0,9.223066385139644e-06,0.0,108423.81028626407,41147.209776509844,0.3751921852255875,1.0,0.773245961753762,108423.81028626407,108423.81028626407,280947.7275533253,22447.32320398301,34625706.0,0.9969714054230928,.,27127.95049914348,22398.0,4.398331990651657,145.0,0.0,0.0,524799.0,0.0,0.9804751340166823,11.593802995955002,0.0,12.913613080043213,9.223066385139644e-06,0.206600641933891,0.0,53161.48126282099,0.2668458542144271,14236721294.0,0.9999907769336148,524799.0,6164151882
ERR4398701,524799.0,0.0018308163219662,12.9140360368185,524799.0,17797066.0,6.981687132602979e-06,0.0,143231.8551385975,42529.6714801174,0.3785242867699649,1.0,0.7738111639806341,143231.8551385975,143231.8551385975,278409.2428938592,22819.735390428214,17797284.0,0.9973678275769912,0.0171121063029864,18523.197458455525,15029.0,5.322780059510509,218.0,0.0,0.0,524799.0,0.0,0.9805306113111472,11.872219960855064,0.0,12.914343758762737,6.981687132602979e-06,0.2729270732958666,0.0,30233.027150400943,0.2701650593511003,9720955503.0,0.9999930183128674,524799.0,4277723821
ERR7783800,524799.0,0.0029727414934163,11.254716136062452,524799.0,19698630.0,0.0001193171064958,0.0,8381.027912661562,44019.56226487653,0.7759042553829708,1.0,0.1472433205941262,8381.027912661562,8381.027912661562,157435.12722879878,23206.43354033175,19698669.0,0.989088913539652,0.0273399814593676,12626.609195139472,3142.0,6.446932601619412,39.0,0.0,0.0,524799.0,0.0,0.8545523386992545,9.033725848562463,0.0,11.255112828206054,0.0001193171064958,0.0159699769105153,0.0,99114.85941688306,0.6134256217527041,6626431879.0,0.999880682893504,524799.0,2934206359
ERR7783797,524799.0,0.0028833415827286017,10.608704523495634,524799.0,17268928.0,0.00022632098523301834,0.0,4418.503211137967,44431.03959988152,0.8368692607649166,1.0,0.07717584300679993,4418.503211137967,4418.503211137967,152230.49409799385,23310.65287968569,17268952.0,0.9849687589356539,.,11412.397455025639,1953.0,6.7812234517936805,24.0,0.0,0.0,524799.0,0.0,0.8055052299924489,8.393556277706232,0.0,10.609124610289932,0.00022632098523301834,0.008419420027740083,0.0,123851.08239888887,0.6857256810119026,5989214772.0,0.999773679014767,524799.0,2454864499
ERR7783798,524799.0,0.0037623124770813,11.369390987721085,524799.0,25064161.0,9.76735144494738e-05,0.0,10238.19001124708,43998.05095614522,0.769750461821968,1.0,0.1651347784626995,10238.19001124708,10238.19001124708,159109.93464155396,23200.954953812052,25064195.0,0.9901291397132668,0.024072395158379,12694.21644477219,3271.0,6.42974204627768,34.0,0.0,0.0,524799.0,0.0,0.8632590514973507,9.233880126256038,0.0,11.369786945246702,9.76735144494738e-05,0.0195087833842043,0.0,89993.8143385782,0.6067731853804069,6661912096.0,0.9999023264855506,524799.0,2981020310
ERR7783799,524799.0,0.0048909430831765195,11.407378094608493,524799.0,29070671.0,0.00011370084509674165,0.0,8795.009387565733,44462.35474842902,0.7593581299890129,1.0,0.17153624273891815,8795.009387565733,8795.009387565733,161970.06578160776,23318.539711739595,29070706.0,0.989349772872368,.,11325.828244718454,3105.0,6.807090330586067,35.0,0.0,0.0,524799.0,0.0,0.8661466700791025,9.081939724546386,0.0,11.40781910719937,0.00011370084509674165,0.01675881506551219,0.0,86751.77066153279,0.5946941762070013,5943783337.0,0.9998862991549032,524799.0,2675985565
ERR7783796,524799.0,0.0025002907197837,11.249830627385624,524799.0,15325505.0,0.0001189924609594,0.0,8403.89375879061,44336.10282965402,0.781318856388713,1.0,0.1465297066526758,8403.89375879061,8403.89375879061,152562.80826484406,23286.704219203617,15325537.0,0.9891042671107652,0.0816327785633597,11679.713591298763,2756.0,6.7031726097748265,32.0,0.0,0.0,524799.0,0.0,0.8541834754076083,9.036450420141838,0.0,11.250254614404918,0.0001189924609594,0.0160135475844858,0.0,91555.1915108824,0.6191923597932056,6129502013.0,0.9998810075390406,524799.0,2674457635
ERR7783795,524799.0,0.0029786635086805073,11.663268204657397,524799.0,17570059.0,7.330518290635901e-05,0.0,13641.600230060309,44493.74428558575,0.7246114973605198,1.0,0.22156062539866006,13641.600230060309,13641.600230060309,164804.0468204898,23326.438968654227,17570112.0,0.9914510644664272,.,11239.838888793614,3580.0,6.833079228812067,53.0,0.0,0.0,524799.0,0.0,0.8855759945404947,9.520879243435504,0.0,11.663718282809436,7.330518290635901e-05,0.025993952408560814,0.0,68802.58461434624,0.5589119017171706,5898656209.0,0.9999266948170936,524799.0,2712299710
SRR6765258,524799.0,0.000110486636848,12.941219143766622,524799.0,35884.0,2.879221053859069e-06,0.0,347316.1599244639,61184.77317772774,0.3663528263957903,1.0,0.8000509502132107,347316.1599244639,347316.1599244639,277466.7147134215,26777.12084741526,35887.0,0.998358568531039,0.0016995727854458,618.9198359752972,521.0,29.11919056059504,3.0,0.0,0.0,524799.0,0.0,0.9830625408381848,12.757990767809371,0.0,12.947691221766874,2.879221053859069e-06,0.6618079682401526,0.0,442.4356271489679,0.2617607624303271,324808511.0,0.999997120778946,524799.0,261164643
SRR6765259,524799.0,0.0001547885297098,12.938214922887692,524799.0,54661.0,2.9488509031140074e-06,0.0,339115.1444598277,60516.75496911476,0.3672657038285358,1.0,0.7972899884705118,339115.1444598277,339115.1444598277,285110.78499162185,26663.22372045745,54667.0,0.998335901249454,0.0017197773681667,672.9665338539136,559.0,27.92542334087452,6.0,0.0,0.0,524799.0,0.0,0.9828000700519332,12.734094987865,0.0,12.944234279249034,2.9488509031140074e-06,0.6461810035076815,0.0,497.9743204058286,0.2619049690931884,353172164.0,0.9999970511490968,524799.0,299625387
SRR6765263,524799.0,0.0001437677094319,12.8818277199262,524799.0,52773.0,3.298832396942926e-06,0.0,303137.5588910531,60213.50925102871,0.4071345442223943,1.0,0.7533952432798942,303137.5588910531,303137.5588910531,255962.78086301385,26610.95853461319,52776.0,0.998235832132615,0.0018188690821513,699.4909803562888,544.0,27.39084561035713,3.0,0.0,0.0,524799.0,0.0,0.9785005234649878,12.621941971208791,0.0,12.887605937420542,3.298832396942926e-06,0.5776260223267443,0.0,598.1461621378776,0.2922423539818647,367092167.0,0.9999967011676032,524799.0,293074316
ERR10222455,524799.0,0.0625748352341679,11.2134476131275,524799.0,171679952.0,0.0042129026215151,0.0,237.3660371101458,47902.19044828717,0.5730959086073033,1.0,0.1413667925415664,237.3660371101458,237.3660371101458,262135.8150345219,24148.03338656087,171680152.0,0.9351109761264876,0.0649192943613814,5227.901249811833,2756.0,10.019194594488406,200.0,0.0,0.0,524799.0,0.0,0.851460033355777,5.469603410063169,0.0,11.214384783867564,0.0042129026215151,0.0004522989508557,0.0,245762.9139461872,0.418369766581374,2743597348.0,0.9957870973784848,524799.0,1115389526
ERR10222451,524799.0,0.05616820871672699,11.227487345233817,524799.0,188653626.0,0.0033745120479660687,0.0,296.33914052929026,46949.188364575275,0.6746422772096892,1.0,0.1433401450735267,296.33914052929026,296.33914052929026,164956.52848159248,23925.330181181966,188653685.0,0.9419257024221972,.,6400.025731756348,2469.0,9.055358306761004,59.0,0.0,0.0,524799.0,0.0,0.8525125441980662,5.691504543490529,0.0,11.228247162737073,0.0033745120479660687,0.0005646716943616324,0.0,269253.3153315187,0.5051584847810201,3358727104.0,0.996625487952034,524799.0,1415368103
